,listing_name,price,depreciation,reg_date,eng_cap,mileage,veh_type
7119,Mazda 3 1.5A Sunroof,"$50,900","$12,460 /yr",29-Apr-2016,"1,496 cc","100,000 km",Sedan
7120,Toyota Corolla Altis 1.6A Elegance,"$76,800","$12,880 /yr",09-Oct-2017,"1,598 cc","62,200 km",Sedan
7121,Toyota RegiusAce 3.0A,"$61,888","$13,610 /yr",23-Mar-2017,"2,982 cc","75,000 km",Van
7122,Mercedes Benz GLB180 AMG Line 7-Seater,"$225,988","$20,630 /yr",24-Aug-2022,"1,332 cc",11 km,SUV
7123,Renault Megane Sedan Diesel 1.5A dCi Sunroof (OPC),"$56,800","$11,270 /yr",30-Jun-2017,"1,461 cc","76,142 km",Sedan
7124,Honda N-Van Turbo Style Fun Honda Sensing,"$69,800","$7,000 /yr",24-Aug-2022,658 cc,-,Van
7125,BMW X4 xDrive20i Sunroof,"$156,588","$24,730 /yr",07-Dec-2017,"1,997 cc","55,000 km",SUV
7126,Audi RS 7 Sportback Mild Hybrid 4.0A TFSI Quattro Tip,"$519,980",N.A,N.A.,"3,996 cc","2,265 km",Sports
7127,Mitsubishi Attrage 1.2A,"$75,800","$9,930 /yr",21-Jan-2020,"1,193 cc","31,500 km",Sedan
7128,BMW M Series M2 Coupe Competition,"$299,800",N.A,18-Feb-2022,"2,979 cc","8,700 km",Sports
7129,Hyundai Elantra 1.6A,"$50,800","$13,770 /yr",25-Nov-2015,"1,591 cc","91,800 km",Sedan
7130,Mercedes-Benz A-Class A200 Sunroof (COE till 08/2032),"$116,800","$11,680 /yr",18-Sep-2013,"1,595 cc","117,000 km",Hatchback
7131,Honda Freed Hybrid 1.5A G 7-Seater Honda Sensing,"$90,800","$17,030 /yr",10-Nov-2017,"1,496 cc","51,000 km",MPV
7132,Volkswagen Sharan 2.0A TSI Sunroof,"$149,900","$17,120 /yr",12-Mar-2020,"1,984 cc","42,037 km",MPV
7133,Mercedes-Benz C-Class C180 Avantgarde,"$82,800","$20,880 /yr",08-Oct-2015,"1,595 cc","114,800 km",Luxury
7134,Toyota Camry 2.0A (COE till 11/2028),"$62,800","$10,130 /yr",14-Nov-2008,"1,998 cc","102,000 km",Luxury
7135,Porsche 718 Cayman S 2.5A PDK,"$366,800",N.A,24-Jun-2022,"2,497 cc","12,000 km",Sports
7136,Hyundai Avante 1.6A (COE till 07/2024),"$17,500","$9,460 /yr",11-Jul-2009,"1,591 cc","149,000 km",Sedan
7137,Nissan Sylphy 1.6A,"$76,800","$11,220 /yr",17-Oct-2018,"1,598 cc","22,000 km",Sedan
7138,Mercedes-Benz CLA-Class CLA200 AMG Line Premium Plus,"$216,800","$20,330 /yr",20-Jan-2022,"1,332 cc","6,500 km",Luxury
7139,Toyota Raize 1.0A XS,"$105,555","$10,970 /yr",25-Jan-2022,996 cc,"4,000 km",SUV
7140,Mercedes-Benz CLA-Class CLA180 AMG Line,"$193,800","$18,780 /yr",03-Nov-2021,"1,332 cc","7,200 km",Luxury
7141,Mercedes-Benz CLA-Class CLA200 AMG Line Premium,"$205,800","$19,810 /yr",05-Nov-2021,"1,332 cc","10,000 km",Luxury
7142,Mercedes-Benz S-Class S500L,"$209,800","$28,790 /yr",29-Jan-2016,"4,663 cc",-,Luxury
7143,Toyota Corolla Altis 1.6A Elegance,"$58,800","$13,760 /yr",28-Mar-2016,"1,598 cc","72,000 km",Sedan
7144,Mercedes-Benz C-Class C200 Mild Hybrid AMG Line Premium Plus,"$274,988","$24,540 /yr",24-Aug-2022,"1,496 cc",11 km,Luxury
7145,BMW 2 Series 216d Active Tourer,"$66,800","$16,720 /yr",26-Jan-2016,"1,496 cc","130,000 km",Hatchback
7146,BMW 5 Series 523i (COE till 02/2031),"$98,800","$11,640 /yr",26-May-2011,"2,497 cc","140,000 km",Luxury
7147,Mercedes-Benz E-Class E200,"$63,800","$19,070 /yr",16-Oct-2014,"1,991 cc",-,Luxury
7148,Mercedes-Benz CLA-Class CLA200 Shooting Brake,"$77,800","$18,330 /yr",05-Jan-2016,"1,595 cc",-,Stationwagon
7149,Nissan Note 1.2A,"$74,388","$10,670 /yr",31-May-2019,"1,198 cc","28,140 km",Hatchback
7150,Mazda 3 1.5A Sunroof,"$49,900","$12,900 /yr",18-Jan-2016,"1,496 cc",-,Sedan
7151,BMW 1 Series 116i (COE till 02/2032),"$88,500","$9,320 /yr",01-Mar-2012,"1,598 cc",-,Hatchback
7152,Honda Shuttle 1.5A G Honda Sensing,"$97,800","$11,250 /yr",22-Feb-2021,"1,496 cc","22,000 km",Stationwagon
7153,Mercedes-Benz C-Class C180 Avantgarde (New 10-yr COE),"$99,888","$9,980 /yr",22-Aug-2012,"1,595 cc",-,Luxury
7154,Mitsubishi Lancer EX 1.6A Sports,"$49,500","$11,490 /yr",24-May-2016,"1,590 cc","106,000 km",Sedan
7155,Audi SQ5 3.0A TFSI Quattro Tip,"$329,999","$31,690 /yr",20-Oct-2021,"2,995 cc","4,000 km",SUV
7156,Mercedes-Benz E-Class E250 CGI (COE till 10/2029),"$81,800","$11,420 /yr",13-Nov-2009,"1,796 cc","140,422 km",Luxury
7157,Mercedes-Benz E-Class E200 Coupe,"$209,800","$24,620 /yr",17-Jun-2019,"1,991 cc","55,000 km",Sports
7158,BMW X2 sDrive18i M-Sport X,"$134,888","$17,330 /yr",27-Feb-2019,"1,499 cc","37,233 km",SUV
7159,Toyota Harrier 2.0A Premium Panoramic Roof,"$72,800","$17,380 /yr",14-Jan-2016,"1,986 cc","72,834 km",SUV
7160,Renault Kadjar 1.2A TCe,"$72,800","$12,800 /yr",29-Sep-2017,"1,197 cc","89,000 km",SUV
7161,Nissan NV200 1.6A DX,"$47,800","$10,140 /yr",23-May-2017,"1,597 cc",-,Van
7162,Mercedes-Benz E-Class E200 Avantgarde,"$151,800","$22,440 /yr",15-Dec-2017,"1,991 cc","103,475 km",Luxury
7163,Nissan NV200 1.6A,"$56,800","$7,790 /yr",18-Dec-2019,"1,598 cc","32,000 km",Van
7164,Mazda 2 HB 1.5A R (COE till 01/2024),"$14,500","$10,300 /yr",19-Mar-2009,"1,498 cc",-,Hatchback
7165,Ssangyong Actyon Sports Double-Cab 2.0A (COE till 12/2030),"$76,666","$9,200 /yr",14-Jun-2012,"1,998 cc",-,Truck
7166,Kia Cerato Forte 1.6A SX (COE till 02/2032),"$78,800","$8,300 /yr",29-Feb-2012,"1,591 cc","113,000 km",Sedan
7167,Toyota Noah Hybrid 1.8A X,"$191,988","$18,470 /yr",25-Aug-2022,"1,797 cc",11 km,MPV
7168,Skoda Karoq 1.5A TSI Ambition,"$121,800","$14,830 /yr",15-Jan-2020,"1,498 cc","48,000 km",SUV
7169,BMW X1 sDrive18i xLine,"$118,800","$19,250 /yr",26-Dec-2017,"1,499 cc","25,500 km",SUV
7170,Mercedes-Benz B-Class B200 (New 5-yr COE),"$63,800","$12,750 /yr",17-Oct-2012,"1,595 cc","118,000 km",Hatchback
7171,Toyota Hiace 2.8A DX,"$76,800","$11,240 /yr",03-Jul-2019,"2,754 cc","61,195 km",Van
7172,Mitsubishi Fuso Canter FEB21,"$32,800","$16,560 /yr",28-Aug-2014,"2,998 cc","108,312 km",Truck
7173,Toyota Harrier 2.4A G (COE till 04/2028),"$61,800","$11,040 /yr",09-Apr-2008,"2,362 cc","108,000 km",SUV
7174,Kia Cerato Forte 1.6A SX (COE till 06/2024),"$19,800","$11,100 /yr",17-Jun-2009,"1,591 cc",-,Sedan
7175,Suzuki SX4 HB 1.6A (COE till 05/2024),"$17,800","$10,300 /yr",28-May-2009,"1,586 cc","132,000 km",Hatchback
7176,Hyundai Tucson 2.0A GLS,"$78,800","$13,930 /yr",14-Oct-2017,"1,999 cc","75,000 km",SUV
7177,Mazda RX-8 1.3A (COE till 11/2027),"$61,800","$11,790 /yr",16-Apr-2008,"1,308 cc","140,000 km",Sports
7178,Hyundai Avante 1.6A S (COE till 10/2029),"$91,200","$12,810 /yr",16-Oct-2009,"1,591 cc",-,Sedan
7179,Volkswagen Golf 1.4A TSI,"$47,800","$14,070 /yr",30-Sep-2015,"1,395 cc",-,Hatchback
7180,Honda Jade 1.5A RS,"$99,800","$14,940 /yr",27-Apr-2018,"1,496 cc","78,000 km",MPV
7181,Mercedes-Benz CLA-Class CLA180,"$79,800","$20,530 /yr",03-Dec-2015,"1,595 cc",-,Luxury
7182,Honda Vezel 1.5A X,"$53,800","$13,090 /yr",01-Jun-2016,"1,496 cc","95,000 km",SUV
7183,Subaru XV 1.6i-S,"$36,800","$12,760 /yr",12-Feb-2015,"1,600 cc","103,000 km",SUV
7184,Nissan Qashqai 1.2A DIG-T Premium,"$46,800","$13,690 /yr",31-Jul-2015,"1,197 cc","96,000 km",SUV
7185,Audi Q5 2.0A TFSI Quattro S-tronic Panoramic Roof (COE till 04/2031),"$105,800","$12,320 /yr",05-Apr-2011,"1,984 cc","120,000 km",SUV
7186,Mercedes-Benz E-Class E250,"$35,000",N.A,12-Oct-2012,"1,796 cc",-,Luxury
7187,Mitsubishi Lancer EX 2.0A GLS (COE till 01/2028),"$53,666","$9,920 /yr",13-Mar-2008,"1,998 cc","171,000 km",Sedan
7188,Mercedes-Benz E-Class E250 CGI Avantgarde (COE till 04/2031),"$103,800","$11,990 /yr",15-Jun-2011,"1,796 cc","110,000 km",Luxury
7189,Toyota Camry 2.0A,"$66,800","$15,490 /yr",31-Dec-2015,"1,998 cc",-,Luxury
7190,Mitsubishi Outlander 2.0A Style,"$118,800","$16,220 /yr",10-Apr-2019,"1,998 cc","89,000 km",SUV
7191,Mercedes-Benz A-Class Saloon A200 SE,"$168,888","$17,660 /yr",16-Mar-2021,"1,332 cc","7,500 km",Luxury
7192,Mazda 5 2.0A Sunroof (COE till 08/2030),"$77,998","$9,760 /yr",30-Aug-2010,"1,999 cc","114,230 km",MPV
7193,Toyota Corolla Altis 1.6A Elegance (COE till 03/2032),"$81,800","$8,540 /yr",24-Jul-2012,"1,598 cc","72,800 km",Sedan
7194,BMW M Series M5 Sunroof (COE till 05/2031),"$178,888","$20,460 /yr",30-May-2012,"4,395 cc","66,000 km",Sports
7195,Nissan NV200 1.5M,"$44,800","$8,840 /yr",29-Sep-2017,"1,461 cc","103,000 km",Van
7196,Honda Vezel 1.5A X Honda Sensing,"$74,800","$13,820 /yr",17-Aug-2017,"1,496 cc","69,000 km",SUV
7197,Toyota Corolla Altis 1.6A Classic,"$49,800","$14,190 /yr",23-Jul-2015,"1,598 cc","93,500 km",Sedan
7198,Mazda CX-5 2.0A,"$112,777","$15,110 /yr",30-Apr-2019,"1,998 cc","23,000 km",SUV
7199,Lexus GS300 (COE till 04/2030),"$93,800","$12,270 /yr",27-Apr-2010,"2,995 cc","163,380 km",Luxury
7200,Toyota Allion 1.5A (COE till 07/2023),"$9,800","$11,070 /yr",25-Jul-2008,"1,496 cc","156,094 km",Sedan
7201,Toyota Townace 1.5A GL,"$74,388","$7,510 /yr",27-Jul-2022,"1,496 cc",-,Van
7202,Toyota Vios 1.5A J (COE till 05/2023),"$7,388","$10,700 /yr",15-May-2008,"1,497 cc",-,Sedan
7203,Nissan NV200 1.6A DX,"$46,000","$9,220 /yr",31-Aug-2017,"1,597 cc",-,Van
7204,Mitsubishi Lancer EX 1.5A Elegance (COE till 06/2025),"$30,800","$10,940 /yr",29-Jun-2010,"1,499 cc",-,Sedan
7205,Toyota Hiace 2.0A DX,"$80,800","$8,180 /yr",21-Jul-2022,"1,998 cc",-,Van
7206,Skoda Superb 1.8A TSI Ambition,"$120,888","$14,350 /yr",29-Jan-2020,"1,798 cc","32,000 km",Luxury
7207,BMW 3 Series 318i,"$79,800","$16,990 /yr",18-Aug-2016,"1,499 cc","122,000 km",Luxury
7208,Mercedes-Benz A-Class A180 SE,"$135,000","$22,910 /yr",20-Apr-2018,"1,595 cc","65,000 km",Hatchback
7209,Honda City 1.5A SV,"$90,800","$11,900 /yr",26-Jul-2019,"1,497 cc","87,000 km",Sedan
7210,Honda HR-V 1.5A LX,"$62,800","$14,440 /yr",07-Mar-2016,"1,497 cc","78,000 km",SUV
7211,Toyota Camry 2.0A,"$78,800","$14,830 /yr",21-Nov-2016,"1,998 cc","64,000 km",Luxury
7212,MINI Cooper S Cabriolet 1.6A (COE till 04/2029),"$67,800","$10,190 /yr",30-Apr-2009,"1,598 cc","135,500 km",Sports
7213,Lexus IS Turbo IS200t,"$116,800","$18,680 /yr",14-Sep-2017,"1,998 cc","101,000 km",Luxury
7214,Honda Jazz 1.3A,"$74,800","$11,710 /yr",24-Oct-2018,"1,318 cc","60,000 km",Hatchback
7215,BMW 1 Series 116d,"$102,800","$15,170 /yr",30-May-2018,"1,496 cc","27,870 km",Hatchback
7216,Mercedes-Benz GLC-Class GLC200,"$229,800","$24,010 /yr",03-Feb-2021,"1,991 cc","25,500 km",SUV
7217,Ferrari 458 Italia (New 10-yr COE),"$598,888","$59,840 /yr",31-Jan-2013,"4,497 cc","50,000 km",Sports
7218,Honda Grace 1.5A LX,"$107,800","$11,410 /yr",25-Nov-2021,"1,496 cc",-,Sedan
7219,Mercedes-Benz CLA-Class CLA200 (New 10-yr COE),"$117,800","$11,770 /yr",12-Nov-2013,"1,595 cc",-,Luxury
7220,Volkswagen Tiguan 1.4A TSI Highline Sunroof,-,N.A,19-Jan-2018,"1,395 cc","82,000 km",SUV
7221,Ford Focus 1.0A GTDI Titanium,"$55,980","$10,500 /yr",03-May-2017,999 cc,"89,560 km",Sedan
7222,Toyota Vellfire 2.5A Elegance Moonroof,"$268,300","$32,390 /yr",14-Jan-2020,"2,494 cc","40,000 km",MPV
7223,BMW 5 Series 530e Plug-in Hybrid,"$179,888","$22,070 /yr",30-Jan-2019,"1,998 cc",-,Luxury
7224,Honda Shuttle 1.5A G,"$84,000","$11,940 /yr",24-Apr-2019,"1,496 cc","38,999 km",Stationwagon
7225,Hyundai Elantra 1.6A GLS Elite,"$72,800","$12,160 /yr",07-Feb-2018,"1,591 cc","56,500 km",Sedan
7226,Kia Niro Hybrid 1.6A GDi DCT Sunroof,"$67,800","$14,370 /yr",22-Mar-2017,"1,580 cc","140,000 km",SUV
7227,Toyota Allion 1.5A (COE till 11/2028),"$59,800","$9,580 /yr",04-Dec-2008,"1,496 cc","109,000 km",Sedan
7228,Kia Cerato K3 1.6A SX Sunroof,"$49,800","$12,920 /yr",29-Oct-2015,"1,591 cc","53,586 km",Sedan
7229,Porsche Boxster S 3.4A Tip (COE till 02/2028),"$118,800","$21,910 /yr",05-Feb-2008,"3,387 cc","125,000 km",Sports
7230,Nissan Note 1.2A,"$65,777","$10,440 /yr",25-Sep-2018,"1,198 cc",-,Hatchback
7231,Toyota Dyna 150 2.8M,"$98,800","$9,980 /yr",26-Jul-2022,"2,755 cc",-,Truck
7232,Subaru XV 2.0i-S EyeSight,"$88,880","$14,270 /yr",23-Apr-2018,"1,995 cc","59,500 km",SUV
7233,Toyota Prius Plus Hybrid 1.8A,"$131,800","$14,700 /yr",28-Oct-2020,"1,798 cc","34,800 km",MPV
7234,Kia Cerato 1.6A LX,"$79,800","$11,190 /yr",23-Apr-2019,"1,591 cc","35,000 km",Sedan
7235,Mazda 3 1.5A Sunroof,"$54,800","$13,220 /yr",30-May-2016,"1,496 cc","37,500 km",Sedan
7236,Honda N-Van Turbo Style Fun Honda Sensing,"$72,888","$7,400 /yr",08-Jul-2022,658 cc,-,Van
7237,Toyota Yaris Cross 1.5A G,"$120,988","$12,250 /yr",29-Mar-2022,"1,490 cc",200 km,SUV
7238,Honda N-Van Turbo Style Fun Honda Sensing,"$72,888","$7,430 /yr",27-Jun-2022,658 cc,-,Van
7239,Nissan Qashqai 1.2A DIG-T,"$49,800","$13,420 /yr",20-Nov-2015,"1,197 cc","82,600 km",SUV
7240,Honda Shuttle 1.5A G,"$67,800","$13,000 /yr",12-Jul-2017,"1,496 cc","67,200 km",Stationwagon
7241,Nissan Sylphy 1.6A,"$95,800","$10,960 /yr",25-Aug-2020,"1,598 cc","29,000 km",Sedan
7242,Mazda 3 1.5A Deluxe,"$83,800","$12,320 /yr",27-Sep-2018,"1,496 cc","77,000 km",Sedan
7243,Toyota Yaris Cross 1.5A G,"$116,000","$11,610 /yr",29-Apr-2022,"1,490 cc",500 km,SUV
7244,BMW 5 Series 523i Highline (COE till 10/2030),"$91,800","$11,260 /yr",29-Oct-2010,"2,996 cc","115,109 km",Luxury
7245,Mercedes-Benz E-Class E250,"$82,800","$23,260 /yr",09-Feb-2015,"1,991 cc","135,000 km",Luxury
7246,Nissan X-Trail 2.0A Premium 7-Seater Sunroof,"$86,988","$14,570 /yr",22-Sep-2017,"1,997 cc","88,000 km",SUV
7247,Toyota Sienta 1.5A G,"$99,900","$12,540 /yr",13-Feb-2020,"1,496 cc",-,MPV
7248,Land Rover Discovery Sport 2.0A Si4 7-Seater,"$107,800","$21,750 /yr",25-Sep-2015,"1,999 cc","101,000 km",SUV
7249,Honda Fit 1.3A G F-Package,"$99,800","$10,790 /yr",09-Sep-2021,"1,317 cc",-,Hatchback
7250,Mercedes-Benz SL-Class SL400 Roadster AMG Line,"$409,900",N.A,N.A.,"2,996 cc","20,400 km",Sports
7251,Honda Vezel Hybrid 1.5A X,"$105,500","$13,490 /yr",03-Sep-2019,"1,496 cc",-,SUV
7252,Mercedes-Benz S-Class S350L CGI AMG,"$63,800",N.A,03-Oct-2012,"3,498 cc",-,Luxury
7253,Nissan NV200 1.6A DX,"$42,800","$11,010 /yr",25-Jul-2016,"1,597 cc","96,900 km",Van
7254,Porsche Panamera G2 3.0A PDK,"$398,800","$49,590 /yr",25-Jan-2019,"2,995 cc","23,500 km",Sports
7255,Toyota Corolla Altis 1.6A Standard,"$108,600","$15,080 /yr",22-Mar-2019,"1,598 cc","66,880 km",Sedan
7256,Maserati Ghibli 3.0A V6 GranSport,"$302,800","$33,660 /yr",10-Dec-2019,"2,979 cc","17,288 km",Luxury
7257,Toyota Corolla Axio Hybrid 1.5A,"$94,800","$12,660 /yr",15-Aug-2019,"1,496 cc","32,808 km",Sedan
7258,BMW 3 Series 320i Coupe Sunroof (COE till 09/2030),"$79,800","$9,900 /yr",24-Sep-2010,"1,995 cc",-,Sports
7259,Honda City 1.5M VTEC (COE till 08/2029),"$57,800","$8,260 /yr",12-Oct-2009,"1,497 cc","68,158 km",Sedan
7260,Audi Q5 2.0A TFSI Quattro,"$81,800","$20,520 /yr",29-Apr-2015,"1,984 cc","107,835 km",SUV
7261,Nissan X-Trail 2.0A 7-Seater Sunroof,"$55,800","$14,830 /yr",03-Sep-2015,"1,997 cc","99,388 km",SUV
7262,Nissan Latio 1.5A (COE till 12/2023),"$13,800","$10,760 /yr",17-Dec-2008,"1,498 cc","141,000 km",Sedan
7263,Toyota Harrier 2.0A Elegance Panoramic Roof,"$71,800","$17,410 /yr",19-Jan-2016,"1,986 cc","72,000 km",SUV
7264,Toyota Vellfire 3.5A Z G-Edition Moonroof,"$62,800","$20,930 /yr",19-May-2014,"3,456 cc","108,000 km",MPV
7265,Ferrari 458 Italia Spider,"$588,777",N.A,02-Feb-2013,"4,497 cc","34,000 km",Sports
7266,Honda Civic 1.6A VTi,"$100,800","$12,950 /yr",05-Sep-2019,"1,597 cc","56,700 km",Sedan
7267,Audi A3 Sedan 1.0A TFSI S-tronic,"$78,888","$14,480 /yr",25-Jul-2017,999 cc,"88,000 km",Luxury
7268,Lexus IS Turbo IS300 Executive,"$128,888","$18,770 /yr",27-Apr-2018,"1,998 cc","70,000 km",Luxury
7269,Mercedes-Benz A-Class A180,"$65,800","$18,600 /yr",23-Sep-2015,"1,595 cc","88,356 km",Hatchback
7270,Nissan Qashqai 2.0A Premium Moonroof,"$66,800","$13,870 /yr",13-Oct-2016,"1,997 cc","34,000 km",SUV
7271,Ferrari 458 Italia (COE till 12/2030),"$548,000","$65,800 /yr",31-Jan-2011,"4,497 cc","72,000 km",Sports
7272,BMW 6 Series 630i Cabriolet (COE till 09/2028),"$80,888","$13,400 /yr",16-Sep-2008,"2,996 cc",-,Sports
7273,Mercedes-Benz C-Class C180 AMG Line,"$83,500","$19,550 /yr",13-Nov-2015,"1,595 cc","119,000 km",Luxury
7274,Volkswagen Caddy 1.6M TDI (COE till 04/2026),"$41,800","$11,440 /yr",19-May-2011,"1,598 cc",-,Van
7275,Fiat Doblo Cargo Maxi 1.6A Multijet Glaze,"$24,000","$8,080 /yr",24-Aug-2015,"1,598 cc","189,000 km",Van
7276,Tesla Model 3 Electric Performance AWD,"$235,800","$23,070 /yr",15-Sep-2021,-,"21,000 km",Luxury
7277,Nissan Cabstar (COE till 02/2027),"$39,000","$8,770 /yr",14-Feb-2012,"2,953 cc","234,838 km",Truck
7278,Citroen C4 Cactus 1.2A PureTech,"$76,188","$11,240 /yr",15-Aug-2018,"1,199 cc","75,000 km",SUV
7279,Mercedes-Benz M-Class ML350 (COE till 03/2031),"$115,000","$13,420 /yr",30-Mar-2011,"3,498 cc","124,353 km",SUV
7280,Volkswagen Golf GTI 5DR (COE till 04/2029),"$98,000","$14,720 /yr",27-Jul-2009,"1,984 cc",-,Sports
7281,Mercedes-Benz 300SEL (COE till 02/2029),"$46,000","$7,090 /yr",09-May-1989,"2,962 cc",-,Luxury
7282,Toyota Corolla Axio 1.5A X,"$48,800","$12,310 /yr",07-Apr-2016,"1,496 cc","92,800 km",Sedan
7283,BMW X5 xDrive40i 7-Seater,"$359,800","$32,900 /yr",06-Oct-2021,"2,998 cc","8,888 km",SUV
7284,BMW 7 Series 730Li Sunroof,"$369,800","$32,690 /yr",25-Nov-2021,"1,998 cc","6,440 km",Luxury
7285,Honda Vezel Hybrid 1.5A X,"$77,800","$14,870 /yr",27-Sep-2017,"1,496 cc","60,038 km",SUV
7286,BMW M Series M3 Coupe Competition Package (COE till 08/2030),"$143,777","$17,980 /yr",17-Sep-2010,"3,999 cc",-,Sports
7287,Mercedes-Benz B-Class B180 Style,"$57,800","$15,950 /yr",27-Jul-2015,"1,595 cc","106,000 km",Hatchback
7288,Mitsubishi Attrage 1.2A,"$53,666","$9,910 /yr",02-Nov-2017,"1,193 cc",-,Sedan
7289,Lexus RX Turbo RX200t Luxury Sunroof,"$136,800","$25,100 /yr",01-Sep-2016,"1,998 cc","112,200 km",SUV
7290,Honda Civic 1.6A VTi,"$102,800","$13,750 /yr",04-Jun-2019,"1,597 cc","40,000 km",Sedan
7291,Volkswagen Passat 2.0A TFSI,"$139,800","$15,870 /yr",24-Feb-2020,"1,984 cc","50,000 km",Luxury
7292,Honda Fit 1.3A G (COE till 12/2023),"$14,800","$11,180 /yr",03-Feb-2009,"1,339 cc","136,771 km",Hatchback
7293,BMW 5 Series 520i Luxury,"$206,800","$21,320 /yr",08-Oct-2020,"1,998 cc","55,998 km",Luxury
7294,Mazda 5 2.0A Sunroof,"$62,800","$13,680 /yr",18-Jul-2016,"1,998 cc","89,804 km",MPV
7295,BMW 3 Series 318i Sport,"$196,888","$18,480 /yr",23-Dec-2021,"1,998 cc","12,888 km",Luxury
7296,Toyota Camry 2.0A (COE till 06/2030),"$74,800","$9,560 /yr",03-Aug-2010,"1,998 cc","121,738 km",Luxury
7297,Toyota Vios 1.5A E (COE till 11/2028),"$53,800","$8,640 /yr",26-Nov-2008,"1,497 cc",-,Sedan
7298,Porsche Cayenne 3.0A Tip,"$337,800","$38,700 /yr",01-Aug-2019,"2,995 cc","40,000 km",SUV
7299,Mazda CX-5 2.0A,"$118,888","$15,640 /yr",27-Jun-2019,"1,998 cc","25,500 km",SUV
7300,BMW X3 xDrive30i xLine,"$274,800","$26,010 /yr",25-Nov-2021,"1,998 cc","6,171 km",SUV
7301,Mercedes-Benz CLA-Class CLA180,"$81,800","$20,330 /yr",20-Jan-2016,"1,595 cc","81,141 km",Luxury
7302,Kia Cerato Forte 1.6A EX (COE till 09/2025),"$30,500","$10,020 /yr",20-Sep-2010,"1,591 cc","160,000 km",Sedan
7303,Volkswagen Touran 1.4A TSI (New 10-yr COE),"$99,888","$9,980 /yr",12-Dec-2012,"1,390 cc","136,000 km",MPV
7304,Nissan X-Trail 2.0A 7-Seater Sunroof,"$54,800","$15,620 /yr",16-Jun-2015,"1,997 cc","90,000 km",SUV
7305,BMW X1 sDrive20i,"$122,800","$18,590 /yr",28-Feb-2018,"1,998 cc","87,796 km",SUV
7306,Kia Cerato K3 1.6A SX,"$65,800","$12,780 /yr",22-Feb-2017,"1,591 cc","97,332 km",Sedan
7307,Mazda CX-5 2.0A Luxury,"$145,800","$15,080 /yr",17-May-2021,"1,998 cc","27,000 km",SUV
7308,Volvo S60 T2,"$63,800","$13,900 /yr",21-Apr-2016,"1,498 cc","112,641 km",Luxury
7309,BMW 3 Series 335i Coupe (COE till 07/2032),"$149,900","$15,130 /yr",31-Jul-2012,"2,979 cc","100,900 km",Sports
7310,Honda HR-V 1.5A LX,"$112,800","$11,930 /yr",02-Feb-2021,"1,496 cc","17,595 km",SUV
7311,Jaguar X-Type 2.0A SE (COE till 02/2029),"$69,800","$10,750 /yr",16-Mar-2009,"2,099 cc","119,000 km",Luxury
7312,BMW 2 Series 216i Gran Tourer,"$158,800","$15,850 /yr",25-Jun-2021,"1,499 cc","18,196 km",MPV
7313,Nissan Qashqai 1.2A DIG-T,"$68,800","$13,340 /yr",28-Apr-2017,"1,197 cc","71,000 km",SUV
7314,Volkswagen Golf 1.0A TSI Trendline,"$69,500","$11,260 /yr",09-Jan-2018,999 cc,"140,000 km",Hatchback
7315,Toyota Dyna 150 3.0M,"$33,900","$15,880 /yr",23-Oct-2014,"2,982 cc",-,Truck
7316,Toyota Harrier 2.0A S,"$170,800","$16,570 /yr",28-Oct-2021,"1,986 cc","11,000 km",SUV
7317,Honda HR-V 1.5A LX,"$97,800","$13,140 /yr",01-Apr-2019,"1,496 cc","63,000 km",SUV
7318,Mercedes-Benz GLB-Class GLB200 AMG Line Premium 7-Seater,"$203,800","$20,640 /yr",19-Aug-2021,"1,332 cc","19,500 km",SUV
7319,Toyota Harrier Hybrid 2.5A S,"$193,800","$18,450 /yr",23-May-2022,"2,487 cc",5 km,SUV
7320,Mazda 6 2.0A,"$97,800","$13,890 /yr",16-Jan-2019,"1,998 cc","87,248 km",Luxury
7321,Honda Stream 1.8A X (COE till 04/2031),"$81,800","$9,450 /yr",12-May-2011,"1,799 cc","98,239 km",MPV
7322,Lexus RX350L Premium 7-Seater,"$222,800","$24,900 /yr",17-Oct-2019,"3,456 cc","28,000 km",SUV
7323,BMW X2 sDrive18i M-Sport X,"$176,800","$17,410 /yr",28-Jun-2021,"1,499 cc","8,480 km",SUV
7324,BMW 5 Series 520i Mild Hybrid Executive,"$241,800","$22,850 /yr",25-Nov-2021,"1,998 cc","5,022 km",Luxury
7325,Nissan Note 1.2A,"$78,800","$10,420 /yr",02-Dec-2019,"1,198 cc","40,088 km",Hatchback
7326,Nissan Qashqai 1.2A DIG-T,"$51,800","$12,920 /yr",29-Feb-2016,"1,197 cc","110,000 km",SUV
7327,Toyota Corolla Altis 1.6A Elegance,"$121,800","$12,550 /yr",30-Jun-2021,"1,598 cc","9,850 km",Sedan
7328,Kia Optima 2.0A,"$66,800","$13,370 /yr",15-Sep-2016,"1,999 cc","53,200 km",Luxury
7329,Hyundai Avante 1.6A Elite Sunroof,"$115,800","$12,910 /yr",19-May-2021,"1,598 cc","21,298 km",Sedan
7330,Mercedes-Benz C-Class C160 Avantgarde,"$158,800","$17,280 /yr",17-Sep-2020,"1,497 cc","30,000 km",Luxury
7331,Kia Cerato K3 1.6A,"$67,300","$11,000 /yr",10-Apr-2018,"1,591 cc","46,800 km",Sedan
7332,Toyota Vios 1.5A E (OPC) (COE till 06/2032),"$83,800","$8,540 /yr",25-Jun-2012,"1,497 cc","86,150 km",Sedan
